,cluster,Major_Class,Acute_Chronic,Prod_Form
8092360,1,ANTI-ULCERANTS,CHRONIC,INJECTABLES
8103004,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
8103006,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
8104005,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
8104010,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
8104105,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
8104110,3,IMMUNOSUPPRESSANTS,ACUTE,ORALS
8104205,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
8112312,2,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
8117901,5,,,
8121030,3,MENTAL HEALTH,CHRONIC,ORALS
8121101,3,MENTAL HEALTH,CHRONIC,ORALS
8121114,3,MENTAL HEALTH,CHRONIC,ORALS
8121130,3,MENTAL HEALTH,CHRONIC,ORALS
8121150,3,MENTAL HEALTH,CHRONIC,ORALS
8122201,3,MENTAL HEALTH,CHRONIC,ORALS
8122214,3,MENTAL HEALTH,CHRONIC,ORALS
8122230,3,MENTAL HEALTH,CHRONIC,ORALS
8122250,3,MENTAL HEALTH,CHRONIC,ORALS
8400101,5,ANTI-ULCERANTS,CHRONIC,INJECTABLES
8400110,4,,,
8400125,3,ANTI-ULCERANTS,CHRONIC,INJECTABLES
8411701,4,ANTITUBERCULARS,CHRONIC,ORALS
8418804,4,,,
8499002,3,ANTIBACTERIALS,ACUTE,INJECTABLES
8499019,1,ANTIBACTERIALS,ACUTE,INJECTABLES
8499020,1,ANTIBACTERIALS,ACUTE,INJECTABLES
8499420,4,ANTIBACTERIALS,ACUTE,INJECTABLES
9000302,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9000501,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001103,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001104,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001201,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9001305,4,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001306,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001612,2,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001755,1,OTHER CNS,ACUTE,ORALS
9001758,3,OTHER CNS,ACUTE,ORALS
9001820,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9002001,4,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9002201,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9002901,1,OTHER CNS,CHRONIC,ORALS
9002902,1,OTHER CNS,CHRONIC,ORALS
9003101,3,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9003906,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9003928,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9003930,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9003932,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9003933,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9004401,4,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9004704,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9004722,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9004725,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9004726,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9004727,4,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9005002,3,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,ORALS
9005501,1,OTHER CNS,CHRONIC,ORALS
9005503,1,OTHER CNS,CHRONIC,ORALS
9005602,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9005604,4,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9005707,1,OTHER CNS,CHRONIC,ORALS
9005907,1,OTHER CNS,CHRONIC,ORALS
9006404,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,ORALS
9006501,5,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,ORALS
9006607,1,OTHER CNS,CHRONIC,ORALS
9006807,3,,,
9007301,3,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9008510,4,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9008601,3,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9008610,5,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9009001,1,OTHER CNS,CHRONIC,ORALS
9009004,2,OTHER CNS,CHRONIC,ORALS
9009401,1,OTHER CNS,CHRONIC,ORALS
9017601,3,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9022502,1,ANTIBACTERIALS,ACUTE,ORALS
9026001,1,LIPID REGULATORS,CHRONIC,ORALS
9026002,1,LIPID REGULATORS,CHRONIC,ORALS
9026004,5,LIPID REGULATORS,CHRONIC,ORALS
9026017,1,LIPID REGULATORS,CHRONIC,ORALS
9027101,5,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,INJECTABLES
9027401,2,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9028002,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9028003,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9028051,4,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9028052,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9028603,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,ORALS
9028701,5,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,ORALS
9030602,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9033102,1,ANTIBACTERIALS,ACUTE,ORALS
9034702,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9035201,3,,,
9037003,4,LIPID REGULATORS,CHRONIC,ORALS
9037005,1,LIPID REGULATORS,CHRONIC,ORALS
9039514,1,ANTIBACTERIALS,ACUTE,ORALS
9041701,3,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9041702,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9045003,1,LIPID REGULATORS,CHRONIC,ORALS
9052001,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9052010,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9055501,3,ANTIBACTERIALS,ACUTE,INJECTABLES
9055502,1,ANTIBACTERIALS,ACUTE,INJECTABLES
9060225,4,ANTIBACTERIALS,ACUTE,INJECTABLES
9062601,4,ONCOLOGICS,CHRONIC,INJECTABLES
9069801,2,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9072809,4,ANTIBACTERIALS,ACUTE,INJECTABLES
9074630,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,INJECTABLES
9074635,3,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,INJECTABLES
9075801,4,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9076004,1,ANTIBACTERIALS,ACUTE,ORALS
9077526,5,ANTIBACTERIALS,ACUTE,INJECTABLES
9079601,4,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9082501,5,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9087026,4,ANTIBACTERIALS,ACUTE,INJECTABLES
9090125,3,,,
9090211,4,ANTIBACTERIALS,ACUTE,INJECTABLES
9090218,3,ANTIBACTERIALS,ACUTE,INJECTABLES
9307301,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9307303,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9307322,5,,,
9311601,3,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
9311602,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
9311614,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
9316901,1,OTHER CARDIOVASCULARS,ACUTE,INJECTABLES
9332901,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
9333101,3,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
9333102,4,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
9338202,3,ANTIBACTERIALS,ACUTE,INJECTABLES
9344801,1,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS
9344901,5,ANTIDIABETICS,CHRONIC,ORALS
9344903,4,ANTIDIABETICS,CHRONIC,ORALS
9347501,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9347503,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9347522,2,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9347523,4,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9370105,1,ERECTILE DYSFUNCTION,CHRONIC,INJECTABLES
9454102,1,URINARY INCONTINENCE,CHRONIC,ORALS
9454402,1,URINARY INCONTINENCE,CHRONIC,ORALS
9454403,3,,,
9470913,5,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,INJECTABLES
9501201,1,ANTIDIABETICS,CHRONIC,ORALS
9501301,1,ANTIDIABETICS,CHRONIC,ORALS
9501401,1,ANTIDIABETICS,CHRONIC,ORALS
9509101,5,ONCOLOGICS,ACUTE,INJECTABLES
9513601,1,ANTIBACTERIALS,ACUTE,ORALS
9513802,1,ANTIBACTERIALS,ACUTE,ORALS
9513803,3,ANTIBACTERIALS,ACUTE,ORALS
9514001,1,ANTIBACTERIALS,ACUTE,INJECTABLES
9514004,3,ANTIBACTERIALS,ACUTE,INJECTABLES
9517602,3,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9517802,3,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9518002,3,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9518101,1,ERECTILE DYSFUNCTION,CHRONIC,OTHER SYSTEMICS
9518201,1,ERECTILE DYSFUNCTION,CHRONIC,OTHER SYSTEMICS
9519001,1,URINARY INCONTINENCE,CHRONIC,ORALS
9519002,3,URINARY INCONTINENCE,CHRONIC,ORALS
9519003,5,URINARY INCONTINENCE,CHRONIC,ORALS
9519004,2,URINARY INCONTINENCE,CHRONIC,ORALS
9519101,1,URINARY INCONTINENCE,CHRONIC,ORALS
9519102,1,URINARY INCONTINENCE,CHRONIC,ORALS
9519103,1,URINARY INCONTINENCE,CHRONIC,ORALS
9519104,4,URINARY INCONTINENCE,CHRONIC,ORALS
9519901,3,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9520001,3,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9716601,5,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9716801,5,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9718801,5,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9719901,5,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9720001,5,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9737611,3,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,INJECTABLES
9752903,1,ONCOLOGICS,ACUTE,INJECTABLES
9752904,4,ONCOLOGICS,ACUTE,INJECTABLES
9752905,5,ONCOLOGICS,ACUTE,INJECTABLES
9766304,1,ONCOLOGICS,CHRONIC,ORALS
9766701,1,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS
9768601,1,ERECTILE DYSFUNCTION,CHRONIC,INJECTABLES
9768604,1,ERECTILE DYSFUNCTION,CHRONIC,INJECTABLES
9780702,2,ANTIBACTERIALS,ACUTE,INJECTABLES
9989002,5,ANTIBACTERIALS,ACUTE,INJECTABLES
13010101,1,GI PRODUCTS,CHRONIC,ORALS
13010110,5,GI PRODUCTS,CHRONIC,ORALS
13010120,1,GI PRODUCTS,CHRONIC,ORALS
13010201,4,GI PRODUCTS,CHRONIC,ORALS
13010220,4,GI PRODUCTS,CHRONIC,ORALS
13013202,1,ONCOLOGICS,ACUTE,ORALS
13111410,3,BLOOD COAGULATION,ACUTE,INJECTABLES
13111421,4,BLOOD COAGULATION,ACUTE,INJECTABLES
13530117,1,ANTITUBERCULARS,CHRONIC,ORALS
13830304,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
13871762,3,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,INJECTABLES
13872789,3,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,INJECTABLES
15050842,3,,,
15191012,3,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
15191113,3,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
15308060,1,ONCOLOGICS,ACUTE,ORALS
15340420,3,,,
23004203,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23004210,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23031604,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
23320503,5,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23320505,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23320508,5,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23361605,4,"OPHTHALMOLOGY, GENERAL",CHRONIC,OPHTHALMICS
23361670,5,"OPHTHALMOLOGY, GENERAL",CHRONIC,OPHTHALMICS
23429003,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
23438505,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23438510,4,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23438515,3,,,
23586805,4,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,VAGINALS
23586910,4,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,VAGINALS
23587080,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23587430,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
23590204,5,ONCOLOGICS,ACUTE,INJECTABLES
23590412,5,ONCOLOGICS,ACUTE,INJECTABLES
23590623,5,ONCOLOGICS,ACUTE,INJECTABLES
23611803,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23614230,4,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
23614290,4,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
23614501,5,GI PRODUCTS,CHRONIC,ORALS
23614730,4,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
23615004,5,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,VAGINALS
23615108,5,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,VAGINALS
23615109,5,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,VAGINALS
23649802,5,PAIN,ACUTE,ORALS
23649810,5,PAIN,ACUTE,ORALS
23650102,5,PAIN,ACUTE,ORALS
23650110,5,PAIN,ACUTE,ORALS
23833503,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23833510,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23869430,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23869450,4,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23884205,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
23915530,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23915560,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23915630,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23915660,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23917705,5,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23917710,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23917715,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23920105,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
23921105,5,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23921110,2,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23921115,5,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23923630,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23932105,2,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23932110,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23932115,3,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
24159601,5,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
24414210,5,OTHER CARDIOVASCULARS,ACUTE,ORALS
24414260,2,OTHER CARDIOVASCULARS,ACUTE,ORALS
24515010,4,ANTIGOUT PREPS,CHRONIC,INJECTABLES
24515175,5,,,
24540131,1,OTHER CNS,ACUTE,ORALS
24542131,1,OTHER CNS,ACUTE,ORALS
24542150,3,,,
24550131,1,OTHER CNS,ACUTE,ORALS
24552131,1,OTHER CNS,ACUTE,ORALS
24574502,5,ANTIDIABETICS,CHRONIC,INJECTABLES
24574702,5,ANTIDIABETICS,CHRONIC,INJECTABLES
24576105,5,ANTIDIABETICS,CHRONIC,INJECTABLES
24582411,4,ONCOLOGICS,ACUTE,INJECTABLES
24583701,5,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
24584001,5,ONCOLOGICS,ACUTE,INJECTABLES
24584101,5,ONCOLOGICS,ACUTE,INJECTABLES
24584301,5,HEMATOPOIETIC GROWTH FACTORS,ACUTE,INJECTABLES
24584305,3,HEMATOPOIETIC GROWTH FACTORS,ACUTE,INJECTABLES
24585090,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585130,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585230,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585290,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585530,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585590,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585630,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585690,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24586201,3,HEMATOPOIETIC GROWTH FACTORS,CHRONIC,INJECTABLES
24586901,5,ANTIDIABETICS,CHRONIC,INJECTABLES
24586903,1,ANTIDIABETICS,CHRONIC,INJECTABLES
24587102,5,ANTIDIABETICS,CHRONIC,INJECTABLES
24587490,4,,,
24588236,4,,,
24588463,4,,,
24589463,4,,,
24590102,4,LIPID REGULATORS,CHRONIC,INJECTABLES
24590202,5,LIPID REGULATORS,CHRONIC,INJECTABLES
24590302,3,,,
24590402,3,,,
24590801,5,IMMUNOLOGY,CHRONIC,INJECTABLES
24591001,5,IMMUNOLOGY,CHRONIC,INJECTABLES
24591401,5,IMMUNOLOGY,CHRONIC,INJECTABLES
24591801,5,IMMUNOLOGY,CHRONIC,INJECTABLES
24592001,5,IMMUNOLOGY,CHRONIC,INJECTABLES
24592201,5,IMMUNOLOGY,CHRONIC,INJECTABLES
24592410,5,ANTIDIABETICS,CHRONIC,INJECTABLES
24592501,5,ANTIDIABETICS,CHRONIC,INJECTABLES
24592505,5,ANTIDIABETICS,CHRONIC,INJECTABLES
24592605,5,ANTIDIABETICS,CHRONIC,INJECTABLES
25006131,1,GI PRODUCTS,ACUTE,ORALS
25016608,4,HYPOTHALAMIC HORMONES,ACUTE,OTHER SYSTEMICS
25100131,2,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25101131,2,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25102131,3,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25103131,3,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25104131,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25138131,1,PAIN,CHRONIC,ORALS
25141160,1,PAIN,CHRONIC,ORALS
25141190,1,PAIN,CHRONIC,ORALS
25142160,1,PAIN,CHRONIC,ORALS
25145120,5,ANTI-ULCERANTS,CHRONIC,ORALS
25145134,2,ANTI-ULCERANTS,CHRONIC,ORALS
25146131,1,ANTI-ULCERANTS,CHRONIC,ORALS
25146160,2,ANTI-ULCERANTS,CHRONIC,ORALS
25151501,1,PAIN,CHRONIC,ORALS
25152031,1,PAIN,CHRONIC,ORALS
25152034,1,PAIN,CHRONIC,ORALS
25152051,3,PAIN,CHRONIC,ORALS
25152531,1,PAIN,CHRONIC,ORALS
25152534,4,PAIN,CHRONIC,ORALS
25152551,1,PAIN,CHRONIC,ORALS
25153002,1,PAIN,CHRONIC,ORALS
25171001,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25171002,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25172001,3,,,
25172003,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25182131,4,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
25182150,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
25183150,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
25185131,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25186131,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25189131,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25189151,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25190131,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25191131,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25194250,3,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
25196130,3,,,
25273231,5,OTHER CARDIOVASCULARS,ACUTE,ORALS
25273251,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
25274231,5,OTHER CARDIOVASCULARS,ACUTE,ORALS
25274251,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
25275231,3,,,
29152611,3,"NASAL PREPS, TOPICAL",CHRONIC,NASAL
29152722,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
29152725,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
32120370,5,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32120601,5,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32120607,1,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32121201,5,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32121207,5,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32122401,5,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32122407,5,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32301613,5,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32301628,5,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
37002207,4,GI PRODUCTS,CHRONIC,"RECTALS,TOPICAL"
37002228,5,GI PRODUCTS,CHRONIC,"RECTALS,TOPICAL"
37006603,2,GI PRODUCTS,CHRONIC,OTHER SYSTEMICS
37006605,3,GI PRODUCTS,CHRONIC,OTHER SYSTEMICS
37011360,1,OTHER CNS,ACUTE,ORALS
37024330,1,"ALLERGY, SYSTEMIC & NASAL",ACUTE,OTHER SYSTEMICS
37024523,1,"NASAL PREPS, TOPICAL",CHRONIC,NASAL
37043001,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
37043101,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
37044217,2,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
37044267,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
37067896,4,ALL OTHER THERAPEUTICS,ACUTE,ORALS
37122150,1,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,ORALS
37200101,1,PAIN,ACUTE,ORALS
37225010,1,PAIN,ACUTE,ORALS
37225030,1,PAIN,ACUTE,ORALS
37351001,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
37352001,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
37663104,1,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS
37682004,1,GI PRODUCTS,ACUTE,ORALS
37686010,1,GI PRODUCTS,CHRONIC,ORALS
39022110,1,ANTIDIABETICS,CHRONIC,ORALS
39022210,1,ANTIDIABETICS,CHRONIC,ORALS
39022310,1,ANTIDIABETICS,CHRONIC,ORALS
46074905,3,BLOOD COAGULATION,ACUTE,INJECTABLES
46087221,2,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,VAGINALS
46106505,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
46110081,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110091,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110181,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110281,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110291,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110381,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110481,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
