ndc,cluster,class,acute_chronic,form
8104110,218,IMMUNOSUPPRESSANTS,ACUTE,ORALS
8104205,218,IMMUNOSUPPRESSANTS,ACUTE,ORALS
8112312,206,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
8121030,218,MENTAL HEALTH,CHRONIC,ORALS
8121101,0,MENTAL HEALTH,CHRONIC,ORALS
8121114,218,MENTAL HEALTH,CHRONIC,ORALS
8121130,279,MENTAL HEALTH,CHRONIC,ORALS
8121150,218,MENTAL HEALTH,CHRONIC,ORALS
8122201,0,MENTAL HEALTH,CHRONIC,ORALS
8122214,218,MENTAL HEALTH,CHRONIC,ORALS
8122230,279,MENTAL HEALTH,CHRONIC,ORALS
8122250,218,MENTAL HEALTH,CHRONIC,ORALS
8400101,218,ANTI-ULCERANTS,CHRONIC,INJECTABLES
8400125,218,ANTI-ULCERANTS,CHRONIC,INJECTABLES
8411701,218,ANTITUBERCULARS,CHRONIC,ORALS
8499002,218,ANTIBACTERIALS,ACUTE,INJECTABLES
8499019,218,ANTIBACTERIALS,ACUTE,INJECTABLES
8499020,99,ANTIBACTERIALS,ACUTE,INJECTABLES
8499420,218,ANTIBACTERIALS,ACUTE,INJECTABLES
9000302,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9000501,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001103,99,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001104,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001201,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9001305,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001306,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001612,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001755,218,OTHER CNS,ACUTE,ORALS
9001758,218,OTHER CNS,ACUTE,ORALS
9001820,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9002001,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9002201,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9002901,218,OTHER CNS,CHRONIC,ORALS
9002902,218,OTHER CNS,CHRONIC,ORALS
9003101,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9003906,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9003928,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9003930,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9003932,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9003933,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9004401,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9004704,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9004722,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9004725,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9004726,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9004727,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9005002,218,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,ORALS
9005501,218,OTHER CNS,CHRONIC,ORALS
9005503,218,OTHER CNS,CHRONIC,ORALS
9005602,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9005604,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9005707,218,OTHER CNS,CHRONIC,ORALS
9005907,218,OTHER CNS,CHRONIC,ORALS
9006404,218,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,ORALS
9006501,218,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,ORALS
9006607,218,OTHER CNS,CHRONIC,ORALS
9007301,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9008510,218,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9008601,218,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9008610,218,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9009001,218,OTHER CNS,CHRONIC,ORALS
9009004,218,OTHER CNS,CHRONIC,ORALS
9009401,218,OTHER CNS,CHRONIC,ORALS
9017601,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9022502,218,ANTIBACTERIALS,ACUTE,ORALS
9026001,218,LIPID REGULATORS,CHRONIC,ORALS
9026002,218,LIPID REGULATORS,CHRONIC,ORALS
9026004,218,LIPID REGULATORS,CHRONIC,ORALS
9026017,218,LIPID REGULATORS,CHRONIC,ORALS
9027101,206,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,INJECTABLES
9027401,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9028002,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9028003,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9028051,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9028052,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9028603,218,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,ORALS
9028701,218,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,ORALS
9030602,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9033102,218,ANTIBACTERIALS,ACUTE,ORALS
9034702,218,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9037003,218,LIPID REGULATORS,CHRONIC,ORALS
9037005,218,LIPID REGULATORS,CHRONIC,ORALS
9039514,218,ANTIBACTERIALS,ACUTE,ORALS
9041701,96,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9041702,99,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9045003,218,LIPID REGULATORS,CHRONIC,ORALS
9052001,218,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9052010,218,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9055501,218,ANTIBACTERIALS,ACUTE,INJECTABLES
9055502,218,ANTIBACTERIALS,ACUTE,INJECTABLES
9060225,218,ANTIBACTERIALS,ACUTE,INJECTABLES
9062601,99,ONCOLOGICS,CHRONIC,INJECTABLES
9069801,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9072809,218,ANTIBACTERIALS,ACUTE,INJECTABLES
9074630,99,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,INJECTABLES
9074635,218,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,INJECTABLES
9075801,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9076004,218,ANTIBACTERIALS,ACUTE,ORALS
9077526,218,ANTIBACTERIALS,ACUTE,INJECTABLES
9079601,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9082501,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9087026,218,ANTIBACTERIALS,ACUTE,INJECTABLES
9090211,218,ANTIBACTERIALS,ACUTE,INJECTABLES
9090218,218,ANTIBACTERIALS,ACUTE,INJECTABLES
9307301,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9307303,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9311601,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
9311602,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
9311614,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
9316901,218,OTHER CARDIOVASCULARS,ACUTE,INJECTABLES
9332901,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
9333101,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
9333102,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
9338202,218,ANTIBACTERIALS,ACUTE,INJECTABLES
9344801,218,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS
9344901,218,ANTIDIABETICS,CHRONIC,ORALS
9344903,218,ANTIDIABETICS,CHRONIC,ORALS
9347501,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9347503,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9347522,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9347523,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9370105,218,ERECTILE DYSFUNCTION,CHRONIC,INJECTABLES
9454102,218,URINARY INCONTINENCE,CHRONIC,ORALS
9454402,218,URINARY INCONTINENCE,CHRONIC,ORALS
9470913,296,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,INJECTABLES
9501201,218,ANTIDIABETICS,CHRONIC,ORALS
9501301,218,ANTIDIABETICS,CHRONIC,ORALS
9501401,218,ANTIDIABETICS,CHRONIC,ORALS
9509101,218,ONCOLOGICS,ACUTE,INJECTABLES
9513601,218,ANTIBACTERIALS,ACUTE,ORALS
9513802,0,ANTIBACTERIALS,ACUTE,ORALS
9513803,99,ANTIBACTERIALS,ACUTE,ORALS
9514001,218,ANTIBACTERIALS,ACUTE,INJECTABLES
9514004,218,ANTIBACTERIALS,ACUTE,INJECTABLES
9517602,218,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9517802,218,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9518002,218,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9518101,99,ERECTILE DYSFUNCTION,CHRONIC,OTHER SYSTEMICS
9518201,206,ERECTILE DYSFUNCTION,CHRONIC,OTHER SYSTEMICS
9519001,218,URINARY INCONTINENCE,CHRONIC,ORALS
9519002,218,URINARY INCONTINENCE,CHRONIC,ORALS
9519003,218,URINARY INCONTINENCE,CHRONIC,ORALS
9519004,218,URINARY INCONTINENCE,CHRONIC,ORALS
9519101,218,URINARY INCONTINENCE,CHRONIC,ORALS
9519102,218,URINARY INCONTINENCE,CHRONIC,ORALS
9519103,218,URINARY INCONTINENCE,CHRONIC,ORALS
9519104,218,URINARY INCONTINENCE,CHRONIC,ORALS
9519901,218,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9520001,218,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9716601,99,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9716801,99,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9718801,206,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9719901,99,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9720001,243,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
9737611,99,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,INJECTABLES
9752903,218,ONCOLOGICS,ACUTE,INJECTABLES
9752904,218,ONCOLOGICS,ACUTE,INJECTABLES
9752905,218,ONCOLOGICS,ACUTE,INJECTABLES
9766304,218,ONCOLOGICS,CHRONIC,ORALS
9766701,96,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS
9768601,218,ERECTILE DYSFUNCTION,CHRONIC,INJECTABLES
9768604,99,ERECTILE DYSFUNCTION,CHRONIC,INJECTABLES
9780702,218,ANTIBACTERIALS,ACUTE,INJECTABLES
9989002,218,ANTIBACTERIALS,ACUTE,INJECTABLES
13010101,218,GI PRODUCTS,CHRONIC,ORALS
13010110,218,GI PRODUCTS,CHRONIC,ORALS
13010120,218,GI PRODUCTS,CHRONIC,ORALS
13010201,218,GI PRODUCTS,CHRONIC,ORALS
13010220,218,GI PRODUCTS,CHRONIC,ORALS
13013202,218,ONCOLOGICS,ACUTE,ORALS
13111410,218,BLOOD COAGULATION,ACUTE,INJECTABLES
13111421,218,BLOOD COAGULATION,ACUTE,INJECTABLES
13530117,218,ANTITUBERCULARS,CHRONIC,ORALS
13830304,220,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
13871762,218,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,INJECTABLES
13872789,218,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,INJECTABLES
15191012,218,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
15191113,218,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
15308060,218,ONCOLOGICS,ACUTE,ORALS
23004203,99,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23004210,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23031604,0,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
23320503,147,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23320505,231,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23320508,149,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23361605,206,"OPHTHALMOLOGY, GENERAL",CHRONIC,OPHTHALMICS
23361670,96,"OPHTHALMOLOGY, GENERAL",CHRONIC,OPHTHALMICS
23429003,96,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
23438505,218,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23438510,218,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23586805,275,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,VAGINALS
23586910,275,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,VAGINALS
23587080,284,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23587430,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
23590204,99,ONCOLOGICS,ACUTE,INJECTABLES
23590412,208,ONCOLOGICS,ACUTE,INJECTABLES
23590623,243,ONCOLOGICS,ACUTE,INJECTABLES
23611803,296,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23614230,99,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
23614290,99,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
23614501,218,GI PRODUCTS,CHRONIC,ORALS
23614730,218,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
23615004,218,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,VAGINALS
23615108,99,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,VAGINALS
23615109,218,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,VAGINALS
23649802,218,PAIN,ACUTE,ORALS
23649810,299,PAIN,ACUTE,ORALS
23650102,218,PAIN,ACUTE,ORALS
23650110,287,PAIN,ACUTE,ORALS
23833503,99,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23833510,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23869430,99,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23869450,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23884205,218,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
23915530,206,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23915560,99,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23915630,99,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23915660,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23917705,206,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23917710,99,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23917715,99,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23920105,218,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
23921105,265,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23921110,127,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23921115,96,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23923630,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23932105,282,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23932110,220,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23932115,96,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
24159601,218,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
24414210,218,OTHER CARDIOVASCULARS,ACUTE,ORALS
24414260,127,OTHER CARDIOVASCULARS,ACUTE,ORALS
24515010,218,ANTIGOUT PREPS,CHRONIC,INJECTABLES
24540131,218,OTHER CNS,ACUTE,ORALS
24542131,206,OTHER CNS,ACUTE,ORALS
24550131,218,OTHER CNS,ACUTE,ORALS
24552131,99,OTHER CNS,ACUTE,ORALS
24574502,218,ANTIDIABETICS,CHRONIC,INJECTABLES
24574702,218,ANTIDIABETICS,CHRONIC,INJECTABLES
24576105,188,ANTIDIABETICS,CHRONIC,INJECTABLES
24582411,96,ONCOLOGICS,ACUTE,INJECTABLES
24583701,218,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
24584001,218,ONCOLOGICS,ACUTE,INJECTABLES
24584101,218,ONCOLOGICS,ACUTE,INJECTABLES
24584301,218,HEMATOPOIETIC GROWTH FACTORS,ACUTE,INJECTABLES
24584305,206,HEMATOPOIETIC GROWTH FACTORS,ACUTE,INJECTABLES
24585090,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585130,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585230,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585290,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585530,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585590,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585630,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585690,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24586201,220,HEMATOPOIETIC GROWTH FACTORS,CHRONIC,INJECTABLES
24586901,218,ANTIDIABETICS,CHRONIC,INJECTABLES
24586903,132,ANTIDIABETICS,CHRONIC,INJECTABLES
24587102,253,ANTIDIABETICS,CHRONIC,INJECTABLES
24590102,126,LIPID REGULATORS,CHRONIC,INJECTABLES
24590202,189,LIPID REGULATORS,CHRONIC,INJECTABLES
24590801,243,IMMUNOLOGY,CHRONIC,INJECTABLES
24591001,229,IMMUNOLOGY,CHRONIC,INJECTABLES
24591401,65,IMMUNOLOGY,CHRONIC,INJECTABLES
24591801,269,IMMUNOLOGY,CHRONIC,INJECTABLES
24592001,243,IMMUNOLOGY,CHRONIC,INJECTABLES
24592201,57,IMMUNOLOGY,CHRONIC,INJECTABLES
24592410,182,ANTIDIABETICS,CHRONIC,INJECTABLES
24592501,218,ANTIDIABETICS,CHRONIC,INJECTABLES
24592505,259,ANTIDIABETICS,CHRONIC,INJECTABLES
24592605,99,ANTIDIABETICS,CHRONIC,INJECTABLES
25006131,218,GI PRODUCTS,ACUTE,ORALS
25016608,99,HYPOTHALAMIC HORMONES,ACUTE,OTHER SYSTEMICS
25100131,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25101131,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25102131,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25103131,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25104131,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25138131,218,PAIN,CHRONIC,ORALS
25141160,218,PAIN,CHRONIC,ORALS
25141190,218,PAIN,CHRONIC,ORALS
25142160,218,PAIN,CHRONIC,ORALS
25145120,218,ANTI-ULCERANTS,CHRONIC,ORALS
25145134,218,ANTI-ULCERANTS,CHRONIC,ORALS
25146131,218,ANTI-ULCERANTS,CHRONIC,ORALS
25146160,218,ANTI-ULCERANTS,CHRONIC,ORALS
25151501,218,PAIN,CHRONIC,ORALS
25152031,218,PAIN,CHRONIC,ORALS
25152034,218,PAIN,CHRONIC,ORALS
25152051,218,PAIN,CHRONIC,ORALS
25152531,206,PAIN,CHRONIC,ORALS
25152534,218,PAIN,CHRONIC,ORALS
25152551,218,PAIN,CHRONIC,ORALS
25153002,218,PAIN,CHRONIC,ORALS
25171001,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25171002,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25172003,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25182131,218,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
25182150,218,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
25183150,218,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
25185131,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25186131,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25189131,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25189151,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25190131,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25191131,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25194250,218,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
25273231,218,OTHER CARDIOVASCULARS,ACUTE,ORALS
25273251,218,OTHER CARDIOVASCULARS,ACUTE,ORALS
25274231,218,OTHER CARDIOVASCULARS,ACUTE,ORALS
25274251,218,OTHER CARDIOVASCULARS,ACUTE,ORALS
29152611,218,"NASAL PREPS, TOPICAL",CHRONIC,NASAL
29152722,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
29152725,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
32120370,218,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32120601,218,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32120607,218,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32121201,99,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32121207,218,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32122401,96,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32122407,99,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32301613,296,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32301628,206,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
37002207,218,GI PRODUCTS,CHRONIC,"RECTALS,TOPICAL"
37002228,218,GI PRODUCTS,CHRONIC,"RECTALS,TOPICAL"
37006603,99,GI PRODUCTS,CHRONIC,OTHER SYSTEMICS
37006605,218,GI PRODUCTS,CHRONIC,OTHER SYSTEMICS
37011360,218,OTHER CNS,ACUTE,ORALS
37024330,218,"ALLERGY, SYSTEMIC & NASAL",ACUTE,OTHER SYSTEMICS
37024523,127,"NASAL PREPS, TOPICAL",CHRONIC,NASAL
37043001,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
37043101,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
37044217,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
37044267,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
37067896,218,ALL OTHER THERAPEUTICS,ACUTE,ORALS
37122150,218,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,ORALS
37200101,218,PAIN,ACUTE,ORALS
37225010,218,PAIN,ACUTE,ORALS
37225030,218,PAIN,ACUTE,ORALS
37351001,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
37352001,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
37663104,218,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS
37682004,218,GI PRODUCTS,ACUTE,ORALS
37686010,218,GI PRODUCTS,CHRONIC,ORALS
39022110,218,ANTIDIABETICS,CHRONIC,ORALS
39022210,218,ANTIDIABETICS,CHRONIC,ORALS
39022310,218,ANTIDIABETICS,CHRONIC,ORALS
46074905,218,BLOOD COAGULATION,ACUTE,INJECTABLES
46087221,149,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,VAGINALS
46106505,218,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
46110081,96,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110091,99,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110181,206,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110281,220,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110291,99,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110381,206,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110481,96,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110491,218,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110511,96,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110611,206,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110711,96,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110811,99,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46257512,218,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
49001383,218,ANTIBACTERIALS,ACUTE,INJECTABLES
49001481,218,ANTIBACTERIALS,ACUTE,INJECTABLES
